HUD PROJECT NUMBER,PREMISE ID,PROPERTY NAME,PROPERTY STREET,PROPERTY CITY,PROPERTY STATE,PROPERTY ZIP,UNITS,INITIAL ENDORSEMENT DATE,FINAL ENDORSEMENT DATE,ORIGINAL MORTGAGE AMOUNT,FIRST PAYMENT DATE,MATURITY DATE,TERM IN MONTHS,INTEREST RATE,CURRENT PRINCIPAL AND INTEREST,AMORTIZED PRINCIPAL BALANCE,HOLDER NAME,HOLDER CITY,HOLDER STATE,SERVICER NAME,SERVICER CITY,SERVICER STATE,SECTION OF ACT CODE,SOA CATEGORY/SUB CATEGORY,TE,TC
10198119,0000005011,MEADOWS TOWNHOUSE APARTMENTS,1105 MOUNTAIN VIEW AVENUE,FORT LUPTON,CO,80621,51,10/28/2003,10/28/2003,"2,700,000 ",12/1/2003,11/1/2033,360,6,"16,187.86 ","2,219,701.45 ",COLORADO HOUSING AND FINANCE A,DENVER,CO,COLORADO HOUSING AND FINANCE A,DENVER,CO,YHE,542(c) HFA Risk Sharing-Existing,TE,TC
10198120,0000004738,ASBURY PARK APTS,10571 E ASBURY AVE,AURORA,CO,80014,44,12/4/2003,12/4/2003,"2,475,000 ",2/1/2004,1/1/2034,360,6,"14,838.88 ","2,043,985.87 ",COLORADO HOUSING AND FINANCE A,DENVER,CO,COLORADO HOUSING AND FINANCE A,DENVER,CO,YHE,542(c) HFA Risk Sharing-Existing,TE,TC
10198121,0000004773,SQUIRE VILLAGE APARTMENTS,11200 GRANT DRIVE,NORTHGLENN,CO,80233,51,11/13/2003,11/13/2003,"2,036,000 ",1/1/2004,12/1/2033,360,6,"12,206.85 ","1,677,637.19 ",COLORADO HOUSING AND FINANCE A,DENVER,CO,COLORADO HOUSING AND FINANCE A,DENVER,CO,YHE,542(c) HFA Risk Sharing-Existing,TE,TC
10198122,0000004745,HELIOS STATION APTS,555 N 111TH STREET,LAFAYETTE,CO,80026,30,12/4/2003,12/4/2003,"2,606,000 ",2/1/2004,1/1/2034,360,6,"15,624.29 ","2,152,172.85 ",COLORADO HOUSING AND FINANCE A,DENVER,CO,COLORADO HOUSING AND FINANCE A,DENVER,CO,YHE,542(c) HFA Risk Sharing-Existing,TE,TC
10198123,0000004566,SUNRISE MANOR APT,301 ALSINA ST,BUENA VISTA,CO,81211,40,12/29/2003,12/29/2003,"1,140,000 ",2/1/2004,1/1/2034,360,6,"6,834.88 ","941,471.97 ",COLORADO HOUSING AND FINANCE A,DENVER,CO,COLORADO HOUSING AND FINANCE A,DENVER,CO,YHE,542(c) HFA Risk Sharing-Existing,TE,TC
10198124,0000004576,ASPEN MEADOWS APT,651 POTOMAC ST,AURORA,CO,80012,100,12/29/2003,12/29/2003,"3,050,000 ",2/1/2004,1/1/2034,360,6,"18,286.29 ","2,518,852.36 ",COLORADO HOUSING AND FINANCE A,DENVER,CO,COLORADO HOUSING AND FINANCE A,DENVER,CO,YHE,542(c) HFA Risk Sharing-Existing,TE,TC
10198125,0000003557,ARVADA HOUSE,10175 W 58TH PLACE,ARVADA,CO,80004,88,10/7/2004,10/7/2004,"4,000,000 ",12/1/2004,11/1/2044,480,6.5,"23,418.27 ","3,721,502.69 ",COLORADO HOUSING AND FINANCE A,DENVER,CO,COLORADO HOUSING AND FINANCE A,DENVER,CO,YHE,542(c) HFA Risk Sharing-Existing,,TC
10198126,0000002542,DURANGO HOUSING,650 VALENTINE STREET,DURANGO,CO,81301,97,10/4/2005,10/4/2005,"3,700,000 ",10/1/2005,10/1/2040,421,6.1,"21,346.08 ","3,344,861.66 ",COLORADO HOUSING AND FINANCE A,DENVER,CO,COLORADO HOUSING AND FINANCE A,DENVER,CO,YHE,542(c) HFA Risk Sharing-Existing,TE,TC
10198127,0000001209,RENAISSANCE    APARTMENTS,388 E 88TH AVENUE,THORNTON,CO,80229,180,2/26/2007,2/4/2009,"967,500 ",3/1/2007,4/1/2049,506,6.25,"50,812.69 ","8,637,918.12 ",COLORADO HOUSING AND FINANCE A,DENVER,CO,COLORADO HOUSING AND FINANCE A,DENVER,CO,YHN,542(c) HFA Risk Sharing-Recent Comp,TE,
10198128,0000018234,PAYNE CHAPEL HOUSING,1001 S INSTITUTE,COLORADO SPRINGS,CO,80903,72,7/14/2009,,"1,929,500 ",7/1/2010,8/1/2049,470,6.45,"11,279.04 ","1,929,500.00 ",COLORADO HOUSING AND FINANCE A,DENVER,CO,COLORADO HOUSING AND FINANCE A,DENVER,CO,YHN,542(c) HFA Risk Sharing-Recent Comp,,
10198129,0000005164,RATEKIN TOWERS,875 MAIN STREET,GRAND JUNCTION,CO,81501,108,6/11/2012,6/11/2012,"1,762,999 ",7/1/2012,7/1/2034,265,1.75,"8,025.73 ","1,624,218.44 ",COLORADO HOUSING AND FINANCE A,DENVER,CO,COLORADO HOUSING AND FINANCE A,DENVER,CO,YHE,542(c) HFA Risk Sharing-Existing,,
10198130,0000026548,MOUNTAIN VIEW TOWERS ELIOT COT,1212-1222 S. FEDERAL BLVD.,DENVER,CO,80209,254,6/19/2014,6/19/2014,"10,500,000 ",8/1/2014,7/1/2051,444,5.24,"53,593.45 ","10,500,000.00 ",COLORADO HOUSING AND FINANCE A,DENVER,CO,COLORADO HOUSING AND FINANCE A,DENVER,CO,YHE,542(c) HFA Risk Sharing-Existing,,
10198131,0000026621,SUNSET TOWERS,1925 LARIMER STREET,DENVER,CO,80202,101,7/21/2014,7/21/2014,"4,325,000 ",9/1/2014,8/1/2044,360,6.75,"28,051.87 ","4,325,000.00 ",COLORADO HOUSING AND FINANCE A,DENVER,CO,COLORADO HOUSING AND FINANCE A,DENVER,CO,YHE,542(c) HFA Risk Sharing-Existing,,TC
10198132,0000024803,RESIDENCES AT UNIVERSITY HILLS,3775 SOUTH BROOK DRIVE,DENVER,CO,80222,101,10/1/2012,,"17,450,000 ",10/1/2012,9/1/2052,480,4.85,"82,417.15 ","17,450,000.00 ",COLORADO HOUSING AND FINANCE A,DENVER,CO,COLORADO HOUSING AND FINANCE A,DENVER,CO,YHN,542(c) HFA Risk Sharing-Recent Comp,,
10198133,0000026240,BRUBAKER APARTMENTS,2001 EAST EMPIRE STREET,CORTEZ,CO,82321,48,3/19/2013,3/19/2013,"1,075,000 ",5/1/2013,4/1/2043,360,6,"6,445.17 ","1,058,373.26 ",COLORADO HOUSING AND FINANCE A,DENVER,CO,COLORADO HOUSING AND FINANCE A,DENVER,CO,YHE,542(c) HFA Risk Sharing-Existing,TE,
10211024,0000006008,FALCON POINTE APTS,4244 SOUTH HYDRAULIC,WICHITA,KS,67216,216,12/20/2002,12/20/2002,"4,080,000 ",2/1/2003,1/1/2038,420,5.98,"23,208.97 ","3,510,913.58 ","PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211029,0000002800,NORTHPARK RESIDENCES APARTMENT,2801 NORTH ROCK ROAD,WICHITA,KS,67226,252,8/31/2005,8/31/2005,"7,384,900 ",10/1/2005,9/1/2035,360,4.8,"38,746.01 ","6,172,485.32 ",GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
10211030,0000002329,PENN MANOR APARTMENTS,601 SOUTH PENN STREET,INDEPENDENCE,KS,67301,49,1/26/2006,1/26/2006,"1,465,000 ",3/1/2006,2/1/2036,360,5.65,"8,456.50 ","1,264,009.99 ",GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211031,0000002177,SHADYBROOK ESTATES,4925 SHADYBROOK LANE,WICHITA,KS,67208,78,2/28/2006,2/28/2006,"1,675,000 ",4/1/2006,3/1/2036,360,5.3,"9,301.35 ","1,436,337.30 ",WALKER AND DUNLOP LLC,BETHESDA,MD,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211032,0000002390,SMOKY HILL VILLA,2145 TULANE,SALINA,KS,67401,38,2/22/2006,2/22/2006,"1,013,100 ",4/1/2006,3/1/2028,264,5.5,"6,624.15 ","762,536.63 ",GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211034,0000001787,OSAWATOMIE COURT APARTMENTS,405 CARR AVENUE,OSAWATOMIE,KS,66064,53,9/20/2006,9/20/2006,"1,545,100 ",11/1/2006,10/1/2036,360,6.35,"9,614.16 ","1,372,901.38 ",LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211035,0000001366,SUNFLOWER HOUSING,5957 EISENHOWER COURT 1205 CHU,GREAT BEND,KS,67530,16,12/21/2006,12/21/2006,"451,700 ",2/1/2007,1/1/2042,420,6.5,"2,728.97 ","419,074.04 ",GERSHMAN INVESTMENT CORP,SAINT LOUIS,MO,GERSHMAN INVESTMENT CORP,SAINT LOUIS,MO,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211036,0000000975,LA COLONIA APARTMENTS,331 N E GOLDEN AVENUE,TOPEKA,KS,66616,56,5/17/2007,5/17/2007,"1,950,000 ",7/1/2007,6/1/2042,420,6.19,"11,368.62 ","1,810,700.28 ",WALKER AND DUNLOP LLC,BETHESDA,MD,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211039,0000000590,STANTON HEIGHTS,1302 STANTON ROAD,EMPORIA,KS,66801,35,1/30/2008,1/30/2008,"830,000 ",3/1/2008,2/1/2028,240,5.95,"5,922.46 ","661,070.14 ",BANKERS MORTGAGE AND INVESTMEN,OVERLAND PARK,KS,BANKERS MORTGAGE AND INVESTMEN,OVERLAND PARK,KS,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211040,0000000188,PLAZA PLACE APARTMENTS,2000 KATY DRIVE,PARSONS,KS,67357,47,8/21/2008,8/21/2008,"2,156,900 ",10/1/2008,9/1/2043,420,6.5,"13,031.00 ","2,042,547.75 ",LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211041,0000017762,SDSI RESIDENCES,2608 NC STREET,GARDEN CITY & LIBER,KS,67846,104,11/20/2008,11/20/2008,"3,432,700 ",1/1/2009,12/1/2043,420,6.15,"19,919.91 ","3,247,212.77 ",GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211042,0000019508,WHISPERING PINES APARTMENTS,5820 SW CANDLETREE DRIVE,TOPEKA,KS,66614,320,5/11/2010,5/11/2010,"9,530,500 ",7/1/2010,6/1/2043,396,4.5,"46,242.55 ","8,966,682.73 ","PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211048,0000006206,PRAIRIE VILLA APTS,5640 EAST 21ST STREET NORTH,WICHITA,KS,67208,78,3/17/2011,3/17/2011,"1,950,000 ",5/1/2011,11/1/2045,415,3.97,"8,646.99 ","1,858,757.03 ",GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
10211051,0000004980,WEST PARK TOWER APTS,3618 W 13TH ST NORTH,WICHITA,KS,67203,100,3/22/2011,3/22/2011,"2,676,500 ",5/1/2011,11/1/2045,415,3.97,"11,868.55 ","2,551,263.05 ",GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
10211052,0000021419,HIGHLAND RIDGE APARTMENTS,512 STONE DRIVE,MANHATTAN,KS,66503,144,4/14/2011,4/14/2011,"12,361,300 ",6/1/2011,5/1/2046,420,4.125,"55,663.37 ","11,827,603.82 ",GERSHMAN INVESTMENT CORP,SAINT LOUIS,MO,GERSHMAN INVESTMENT CORP,SAINT LOUIS,MO,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211054,0000006353,BICENTENNIAL APARTMENTS,1010 W 8TH STREET,JUNCTION CITY,KS,66441,60,5/31/2011,5/31/2011,"1,150,000 ",7/1/2011,9/1/2045,411,4.17,"5,260.50 ","1,100,174.61 ",GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
10211057,0000026280,PRAIRIE VILLAGE RESIDENCE,1300 EAST 33RD AVENUE,HUTCINSON,KS,67502,156,7/28/2011,7/28/2011,"4,250,000 ",9/1/2011,8/1/2046,420,3.7,"18,060.86 ","4,067,106.10 ",GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211058,0000023018,VATTIER PLACE APARTMENTS,1030 VATTIER STREET,MANHATTAN,KS,66502,37,10/27/2011,10/27/2011,"2,833,300 ",12/1/2011,11/1/2046,420,4.05,"12,630.25 ","2,729,815.15 ",HEARTLAND BANK,CHESTERFIELD,MO,HEARTLAND BANK,CHESTERFIELD,MO,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211060,0000004990,SOMERSET PLAZA TOWER APTS,2395 SOMERSET AVE,WICHITA,KS,67204,100,1/31/2012,1/31/2012,"2,520,000 ",3/1/2012,2/1/2046,408,3.62,"10,746.40 ","2,424,854.63 ",GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
10211061,0000023120,PEACHTREE PLAZA TOWERS APTS,141 SARAH LANE,HAYSVILLE,KS,67060,60,1/31/2012,1/31/2012,"1,512,000 ",3/1/2012,2/1/2042,360,3.59,"6,865.74 ","1,441,148.95 ",GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
10211062,0000024015,CENTENNIAL TOWERS,2502 SHERMAN AVENUE,HAYS,KS,67601,90,8/31/2012,8/31/2012,"2,349,900 ",10/1/2012,9/1/2042,360,2.95,"9,844.02 ","2,258,074.05 ",GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211063,0000023768,WEST INDIAN HILLS PHASE III,2257 SW ROMAR ROAD,TOPEKA,KS,66614,54,5/18/2012,5/18/2012,"4,800,000 ",7/1/2012,6/1/2047,420,3.75,"20,539.44 ","4,656,194.16 ",GERSHMAN INVESTMENT CORP,SAINT LOUIS,MO,GERSHMAN INVESTMENT CORP,SAINT LOUIS,MO,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211064,0000004986,MISSION WOODS APARTMENTS,1617 OSAGE DRIVE,OTTAWA,KS,66067,36,12/4/2012,12/4/2012,"1,050,000 ",2/1/2013,1/1/2048,420,3.8,"4,524.02 ","1,027,826.80 ",OPPENHEIMER MULTIFAMILY HSG &,NORTH WALES,PA,OPPENHEIMER MULTIFAMILY HSG &,NORTH WALES,PA,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211065,0000001802,EPWORTH TOWERS,2800 AUGUSTA LANE,HAYS,KS,67601,90,4/18/2013,4/18/2013,"2,436,700 ",6/1/2013,10/1/2032,233,3.33,"14,214.69 ","2,330,457.05 ",LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
10211066,0000024625,HIGHLAND MEADOWS APARTMENTS,902 EAST CENTENNIAL DRIVE,PITTSBURG,KS,66762,80,1/31/2013,1/31/2013,"1,696,500 ",3/1/2013,2/1/2048,420,2.43,"6,001.44 ","1,652,163.64 ",GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211067,0000024611,WEST INDIAN HILLS TOWNHOMES,2257 SW ROMAR ROAD,TOPEKA,KS,66614,60,1/23/2013,1/23/2013,"4,845,000 ",3/1/2013,12/1/2044,382,3.35,"20,641.98 ","4,721,282.06 ",GERSHMAN INVESTMENT CORP,SAINT LOUIS,MO,GERSHMAN INVESTMENT CORP,SAINT LOUIS,MO,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
10211068,0000024911,COFFETVILLE VILLAGE,614 EAST THIRD STREET,COFFEYVILLE,KS,67337,90,1/18/2013,1/18/2013,"1,060,000 ",3/1/2013,2/1/2043,360,2.5,"4,188.28 ","1,025,774.01 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211069,0000025011,SHOREY VILLA,2200 NORTHWEST POLK STREET,TOPEKA,KS,66608,26,5/29/2013,5/29/2013,"1,223,400 ",7/1/2013,6/1/2048,420,3.23,"4,866.69 ","1,202,608.16 ",LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211071,0000025269,MANOR HOUSE APARTMENT,101 EAST 5TH STREET,COFFEYVILLE,KS,67337,51,6/20/2013,6/20/2013,"2,367,000 ",8/1/2013,7/1/2048,420,3.48,"9,755.18 ","2,331,750.75 ",LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,TC
10211072,0000000933,WASHINGTON HEIGHTS APARTMENTS,2700 N WASHINGTON STREET,HUTCHINSON,KS,67501,76,4/24/2013,4/24/2013,"2,303,500 ",6/1/2013,5/1/2043,360,3.78,"10,707.12 ","2,254,182.84 ",GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,GRANDBRIDGE REAL ESTATE CAPITA,HOOVER,AL,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
10211074,0000025709,CROSS CREEK APARTMENTS,7750 E 32ND STREET,WICHITA,KS,67226,256,10/29/2013,10/29/2013,"10,083,300 ",12/1/2013,11/1/2048,420,4.5,"47,719.90 ","10,002,991.68 ",WALKER AND DUNLOP LLC,BETHESDA,MD,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,TC
10211076,0000007764,LOM VISTA ESTATES APTS,900 MELODY LANE,OSAWATOME,KS,66064,64,9/18/2013,9/18/2013,"2,109,200 ",11/1/2013,10/1/2048,420,4.07,"9,427.77 ","2,088,453.52 ",GERSHMAN INVESTMENT CORP,SAINT LOUIS,MO,GERSHMAN INVESTMENT CORP,SAINT LOUIS,MO,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10211077,0000026108,CENTRAL PARK APARTMENTS,3414 EAST CENTRAL AVENUE,WICHITA,KS,67208,30,3/20/2014,3/20/2014,"1,680,000 ",5/1/2014,4/1/2049,420,5.425,"8,939.48 ","1,675,948.30 ",OPPENHEIMER MULTIFAMILY HSG &,NORTH WALES,PA,OPPENHEIMER MULTIFAMILY HSG &,NORTH WALES,PA,HRI,207/ 223(f) Pur/ Refin Hsg.,,
10222016,0000018037,MEDICALODGES OF COLUMBUS,101 LEE AVENUE,COLUMBUS,KS,66725,70,6/26/2009,6/26/2009,"1,360,000 ",8/1/2009,7/1/2034,300,5.65,"8,473.85 ","1,216,831.91 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
10222018,0000018038,MEDICALODGES OF ARKANSAS CITY,203 EAST OSAGE,ARKANSAS CITY,KS,67005,58,6/26/2009,6/26/2009,"2,380,000 ",8/1/2009,7/1/2034,300,5.65,"14,829.25 ","2,129,455.02 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
10222020,0000018039,MEDICALODGES OG DOUGLASS,619 S US HIGHWAY 77,DOUGLASS,KS,67039,42,6/26/2009,6/26/2009,"840,000 ",8/1/2009,7/1/2034,300,5.9,"5,360.90 ","754,340.43 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
10222022,0000018040,MEDIALODGES OF PAOLA,501 ASSEMBLY LANE,PAOLA,KS,66071,93,6/26/2009,6/26/2009,"1,941,000 ",8/1/2009,7/1/2034,300,5.65,"12,093.93 ","1,736,669.61 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
10222023,0000018041,MEDICALODGES OF WICHITA,2280 S MINNEAPOLIS STREET,WICHITA,KS,67211,73,6/26/2009,6/26/2009,"2,000,000 ",8/1/2009,7/1/2034,300,5.65,"12,461.55 ","1,789,458.33 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
10222024,0000018047,AUTUMN PLACE OF COLUMBUS,311 SOUTH EAST AVENUE,COLUMBUS,KS,66725,60,6/29/2009,6/29/2009,"3,564,400 ",8/1/2009,7/1/2039,360,5.65,"20,574.99 ","3,302,156.23 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RNA,232/ 223(f)/Pur/Refin/ Assisted Living,,
10222025,0000018046,AUTUMN PLACE OF BAXTER SPRINGS,120 AARON LANE,BAXTER SPRINGS,KS,66713,31,6/29/2009,6/29/2009,"1,517,700 ",8/1/2009,7/1/2039,360,5.65,"8,760.71 ","1,406,037.92 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RNA,232/ 223(f)/Pur/Refin/ Assisted Living,,
10222026,0000021725,LIFECARE22-ANDOVER  LLC,621 W 21ST STREET,ANDOVER,KS,67002,138,5/19/2011,5/19/2011,"9,819,100 ",7/1/2011,6/1/2046,420,4.755,"48,032.20 ","9,456,281.25 ",CAPITAL FUNDING LLC,BALTIMORE,MD,CAPITAL FUNDING LLC,BALTIMORE,MD,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
10222040,0000006398,HERITAGE MANOR OF OSAWATOMIE,1615 PARKER STREET,OSAWATOMIE,KS,66064,110,3/17/2011,3/17/2011,"2,086,100 ",5/1/2011,10/1/2035,294,4.85,"12,139.87 ","1,929,785.54 ",CAPITAL FUNDING LLC,BALTIMORE,MD,CAPITAL FUNDING LLC,BALTIMORE,MD,RFP,223(a)(7)/232/223(f)/Pur/Refi/Nursing Home,,
10222041,0000023920,FAMILY HEALTH AND REHABILITATI,639 S. MAIZE CT.,WICHITA,KS,67209,72,8/24/2012,8/24/2012,"6,964,400 ",10/1/2012,9/1/2047,420,2.45,"24,711.15 ","6,728,555.97 ",LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
10222042,0000023935,ROLLING HILLS,2410 URISH ROAD,TOPEKA,KS,66614,132,8/23/2012,8/23/2012,"8,775,200 ",10/1/2012,9/1/2042,360,2.52,"34,763.97 ","8,407,770.20 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RNA,232/ 223(f)/Pur/Refin/ Assisted Living,,
10222043,0000023930,PIONEER RIDGE,4851 HARVARD,LAWRENCE,KS,66049,136,8/23/2012,8/23/2012,"15,260,800 ",10/1/2012,9/1/2042,360,2.52,"60,457.42 ","14,621,809.28 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
10222044,0000023926,HOMESTEAD OF OLATHE,791 N SOMERSET TERRACE,OLATHE,KS,66062,81,8/23/2012,8/23/2012,"5,170,400 ",10/1/2012,9/1/2042,360,2.52,"20,483.14 ","4,953,908.14 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RNA,232/ 223(f)/Pur/Refin/ Assisted Living,,
10222045,0000023927,LEXINGTON PARK,1021 & 1031 SW FLEMING CT,TOPEKA,KS,66604,205,8/23/2012,8/23/2012,"18,297,900 ",10/1/2012,9/1/2042,360,2.52,"72,489.24 ","17,531,741.76 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
10222047,0000023928,HALSTEAD HEALTH & REHAB,915 MCNAIR,HALSTEAD,KS,67056,60,8/23/2012,8/23/2012,"3,092,100 ",10/1/2012,9/1/2037,300,2.52,"13,902.84 ","2,925,447.37 ",RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RED MORTGAGE CAPITAL LLC,COLUMBUS,OH,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
10222048,0000023569,HILLSIDE OF DE SOTO,33600 WEST 85TH STREET,DE SOTO,KS,66018,87,5/17/2012,5/17/2012,"3,803,900 ",7/1/2012,6/1/2047,420,3.1,"14,852.43 ","3,674,284.61 ",LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
10222049,0000024455,LAKEPOINT WICHITA NURSING & RE,1315 NORTH WEST STREET,WICHITA,KS,67203,253,12/19/2012,12/19/2012,"13,200,000 ",2/1/2013,1/1/2048,420,3.35,"53,413.39 ","12,894,677.90 ",WALKER AND DUNLOP LLC,BETHESDA,MD,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,RNQ,232/ 223(f)/Pur/Refin/ Nursing Hms,,
10222051,0000000334,HOLDAY RESORT,2700 WEST 30TH STREET,EMPORIA,KS,66801,100,9/27/2012,9/27/2012,"7,111,000 ",11/1/2012,6/1/2043,368,3.78,"32,667.27 ","6,888,450.52 ",JOHNSON CAPITAL HUNTOON HASTIN,NORWALK,CT,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,RFP,223(a)(7)/232/223(f)/Pur/Refi/Nursing Home,,
